공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지,홈페이지체크
튼튼가구만들기 ,0.0,0건,리뷰 0,울산 남구 문수로 403,(지번) 신정동 1629-6,연락처 없음,,
목공방 비버우드 ,0.0,0건,리뷰 0,경기 부천시 석천로184번길 16 2층,(지번) 중동 1158-2,070-8838-0440,https://cafe.naver.com/beaverwood,200
어반가라지 ,0.0,0건,리뷰 0,경기 수원시 영통구 센트럴파크로127번길 156,(지번) 이의동 1319-11,031-216-6521,http://www.urbangarage.co.kr/,200
A헤펠레목공방 판교점 ,0.0,0건,리뷰 0,경기 성남시 분당구 운중로233번길 17-6,(지번) 판교동 614-4,070-4012-4900,,
락목공방 ,0.0,0건,리뷰 0,경북 영천시 대창면 금창로 679,(지번) 대창면 대창리 1076-192,010-6535-4026,,
가구공방녹양 ,0.0,0건,리뷰 0,서울 서대문구 홍제내길 52 지층,(지번) 홍제동 361-49,연락처 없음,http://sungreenwood.com/,200
아띠나무공방앤카페 ,5.0,2건,리뷰 0,경기 김포시 양촌읍 대곶남로 741,(지번) 양촌읍 구래리 263-10,031-984-5557,http://blog.naver.com/yhylmy,200
동남공예 ,0.0,0건,리뷰 0,서울 강서구 국회대로7길 66,(지번) 화곡동 845-42,02-2692-4126,,
원두막 ,0.0,0건,리뷰 0,경남 창원시 의창구 북면 천주로 417,(지번) 북면 외감리 149,055-299-2229,,
죽림옻칠공예방 ,5.0,2건,리뷰 0,전북 남원시 산책길 8,(지번) 조산동 106,063-626-6555,,
솔 ,0.0,0건,리뷰 0,경남 진주시 집현면 진산로 1091-2,(지번) 집현면 대암리 492-2,055-757-2420,,
남원춘향공방 ,0.0,0건,리뷰 0,전북 남원시 목공예길 28,(지번) 어현동 470-8,063-632-6964,,
송선목공방 ,0.0,0건,리뷰 0,전북 군산시 동령길 22-17,(지번) 장미동 2-55,010-2502-3488,,
목공방해림 ,0.0,0건,리뷰 0,부산 해운대구 좌동로 152 신도시시장상가 3층 312호,(지번) 좌동 1429-1,010-3560-0288,https://blog.naver.com/mang797,200
공감트리 ,4.0,1건,리뷰 0,경기 파주시 운정역길 35-68,(지번) 상지석동 735-5,031-947-5987,http://blog.naver.com/gonggamtree,200
제페토목공방 ,0.0,0건,리뷰 0,울산 중구 운곡안길 13,(지번) 다운동 520-9,052-2771-8276,,
윤공방 ,0.0,0건,리뷰 0,전남 순천시 금곡길 56,(지번) 금곡동 87-6,연락처 없음,,
푸르미목공방 ,0.0,0건,리뷰 0,충남 천안시 서북구 다가말2길 13-1 지하,(지번) 쌍용동 540-3,연락처 없음,,
초마루 ,0.0,0건,리뷰 0,경기 광주시 오포읍 오포로 127-19,(지번) 오포읍 능평리 155-7,031-603-9989,,
나무와뉴질랜드 ,0.0,0건,리뷰 0,경기 의정부시 용민로237번길 18,(지번) 낙양동 705-11,031-841-9669,,
모먼트 ,0.0,0건,리뷰 1,대전 유성구 유성대로654번길 125 대경빌딩 지하 1층,(지번) 구암동 609-6,042-824-5566,http://moment-s.co.kr/,200
나무가있는풍경 ,0.0,0건,리뷰 0,경남 김해시 대청계곡길 18 지하 1층,(지번) 대청동 875-6,042-824-5566,https://blog.naver.com/flynnher,200
포스트웍스목공방 ,0.0,0건,리뷰 0,경기 고양시 일산서구 호수로838번길 7-4 지하 1층,(지번) 대화동 2292-6,070-8623-5013,https://blog.naver.com/postworks2017,200
대한상사 ,0.0,0건,리뷰 0,부산 사상구 낙동대로1348번길 45,(지번) 삼락동 388-18,051-304-0203,,
소니목공방 ,0.0,0건,리뷰 2,경남 양산시 평산로 73,(지번) 평산동 488-2,010-8487-1178,,
DIY목공교육센터 ,0.0,0건,리뷰 0,서울 양천구 목동중앙남로3길 36,(지번) 목동 734-14,070-7372-7831,,
비니네나무 ,0.0,0건,리뷰 0,경남 창원시 성산구 대암로77번길 1,(지번) 대방동 331-2,연락처 없음,http://blog.naver.com/soonki710,200
퍼니DIY 진해점 ,0.0,0건,리뷰 0,경남 창원시 진해구 덕산로45번길 32,(지번) 자은동 901-9,연락처 없음,,
전통공예연구소 ,0.0,0건,리뷰 0,강원 원주시 이화3길 9,(지번) 단계동 942-3,033-742-5992,,
예인공방 ,0.0,0건,리뷰 0,전북 남원시 운봉읍 바래봉길 70,(지번) 운봉읍 동천리 78-2,063-626-0057,,
그루담 ,0.0,0건,리뷰 1,경남 진주시 진주대로960번길 18 1층,(지번) 칠암동 289,063-626-0057,http://instagram.com/groodam/,접속불가
퍼니스토리 ,0.0,0건,리뷰 0,부산 강서구 낙동남로991번길 42-1,(지번) 명지동 3175-36,051-714-7104,,
가구와그림공방 ,0.0,0건,리뷰 1,광주 남구 군분로 44,(지번) 월산동 1042-29,062-385-5350,,
헤펠레목공방 여수점 ,5.0,1건,리뷰 0,전남 여수시 화양면 소호로 208-37 1층,(지번) 화양면 용주리 211-1,061-691-2023,,
공방진 ,0.0,0건,리뷰 0,경기 평택시 통미로48번길 14,(지번) 합정동 486-29,010-5268-3215,,
목기방 ,0.0,0건,리뷰 0,경기 용인시 기흥구 지삼로 266,(지번) 지곡동 107,031-285-6898,,
아트코리아 ,0.0,0건,리뷰 0,전남 광양시 영수길 83,(지번) 광영동 760-6,연락처 없음,,
목재문화체험공방 ,0.0,0건,리뷰 0,충북 증평군 증평읍 문화로 47,(지번) 증평읍 장동리 848,연락처 없음,,
비베렌토 ,0.0,0건,리뷰 0,대전 서구 월평새뜸로4번길 79 1층,(지번) 월평동 1226,연락처 없음,https://www.instagram.com/vive__lento,접속불가
나무수공방 ,0.0,0건,리뷰 3,경기 부천시 상일로145번길 34,(지번) 상동 424-10,070-8773-2963,https://namusoo.modoo.at/,200
잔나무향 ,0.0,0건,리뷰 0,대전 서구 관저중로95번길 65 2층,(지번) 관저동 1111,연락처 없음,,
들꽃DIY목공방 ,0.0,0건,리뷰 4,경기 양평군 양평읍 경강로 1706,(지번) 양평읍 오빈리 219-4,031-773-7728,,
만듦목공방 ,0.0,0건,리뷰 1,경남 거제시 동부면 산촌명진길 42-30,(지번) 동부면 산촌리 412-1,연락처 없음,https://blog.naver.com/artistevan/,200
월령공방 ,0.0,0건,리뷰 0,전북 군산시 개정면 최호장군길 120,(지번) 개정면 발산리 396-2,063-451-5520,,
헤펠로목공방 목동점 ,0.0,0건,리뷰 0,서울 양천구 신목로12길 12,(지번) 신정동 89-114,02-2646-0075,,
마젠타제이 ,0.0,0건,리뷰 0,경기 오산시 수청로8번길 8 1층,(지번) 수청동 586-4,031-376-2670,http://cafe.naver.com/magentaj,200
듀크목공바 ,0.0,0건,리뷰 0,울산 남구 번영로 36,(지번) 야음동 644-11,052-266-9566,,
플롬 ,0.0,0건,리뷰 2,서울 송파구 송파대로37길 108,(지번) 석촌동 240-16,연락처 없음,http://mythkim.com/,200
소울우드목공방 ,0.0,0건,리뷰 0,인천 남동구 만월북로 110 2층,(지번) 간석동 1-110,연락처 없음,,
우드락목공방 ,0.0,0건,리뷰 0,경기 용인시 수지구 이종무로 103,(지번) 고기동 434-1,031-283-7641,,
청풍산방 ,0.0,0건,리뷰 0,경기 남양주시 별내면 청학로54번길 55-39,(지번) 별내면 청학리 240-13,연락처 없음,,
미목공방 ,0.0,0건,리뷰 0,경북 경주시 건천읍 내서로 1144-3,(지번) 건천읍 조전리 278-17,연락처 없음,,
한짜임목공방 ,0.0,0건,리뷰 0,경기 이천시 백사면 청백리로393번길 100-15,(지번) 백사면 내촌리 161-2,010-5177-1123,https://blog.naver.com/hanzzaim,200
설봉공예 ,0.0,0건,리뷰 0,경북 영천시 한방로 186-6,(지번) 작산동 248-4,054-336-8656,,
나무향기 ,0.0,0건,리뷰 0,전남 광양시 광양읍 읍내중앙길 38,(지번) 광양읍 목성리 918,연락처 없음,,
우리목공방 ,0.0,0건,리뷰 0,경기 김포시 양촌읍 황금로24번길 91-27,(지번) 양촌읍 대포리 71-16,연락처 없음,,
우드카빙 ,0.0,0건,리뷰 0,전남 순천시 이수1길 20,(지번) 덕암동 269-11,연락처 없음,,
노마드 목공방 ,0.0,0건,리뷰 0,서울 서대문구 연희로 159 보광빌딩 지층,(지번) 연희동 81-12,연락처 없음,http://blog.naver.com/rickwood,200
청암 ,0.0,0건,리뷰 0,경남 진주시 명석면 진주대로 2632-10,(지번) 명석면 외율리 946,055-744-4441,,
공명아트 ,0.0,0건,리뷰 0,경기 이천시 마장면 중부대로644번길 133-28,(지번) 마장면 표교리 380-1,연락처 없음,http://cafe.daum.net/konglong,200
나무를품다 ,0.0,0건,리뷰 1,서울 서대문구 가좌로 141,(지번) 홍은동 346-1,02-6956-1246,https://blog.naver.com/mklove1111,200
문예공간 ,0.0,0건,리뷰 0,경기 수원시 영통구 신원로276번길 30,(지번) 원천동 370-1,031-213-5415,,
나무로공방 ,0.0,0건,리뷰 0,경기 의정부시 흥선로 97,(지번) 가능동 740-6,연락처 없음,,
구름나무공방 ,0.0,0건,리뷰 0,부산 부산진구 전포대로256번길 15,(지번) 전포동 192-8,연락처 없음,,
헤펠레목공방 여천점 ,0.0,0건,리뷰 0,전남 여수시 대통2길 69,(지번) 화장동 843-7,061-682-5588,,
이용기목조형연구소 ,0.0,0건,리뷰 0,부산 금정구 금샘로 30-1,(지번) 장전동 503-7,051-205-1603,https://www.instagram.com/art_space_lee/,접속불가
남원 제기옻칠공예연구소 ,0.0,0건,리뷰 0,전북 남원시 요천로 1373,(지번) 조산동 80-21,063-634-5757,,
구름쇠공방 ,0.0,0건,리뷰 0,경기 고양시 일산동구 숲속마을1로48번길 31 지하1층,(지번) 풍동 1295-5,010-2685-9437,http://www.facebook.com/Studio.Cloudsteel,200
펠릭스우드스튜디오 ,0.0,0건,리뷰 0,서울 마포구 월드컵로32길 35 지하1층,(지번) 성산동 277-19,010-2649-7291,https://blog.naver.com/roowalix/,200
숭덕문화원 ,0.0,0건,리뷰 0,경기 화성시 10용사1길 39,(지번) 반송동 150-18,031-884-0243,http://www.sdmhw.kr/,200
창운 ,0.0,0건,리뷰 0,경북 경주시 내남면 용장3길 13-3,(지번) 내남면 용장리 262-2,054-772-0206,http://cafe.naver.com/changwooncraft,200
우든라프 ,5.0,1건,리뷰 0,울산 중구 화진4길 40,(지번) 태화동 22-4,연락처 없음,,
A헤펠레목공방 동탄점 ,0.0,0건,리뷰 0,경기 화성시 동탄공원로3길 3,(지번) 반송동 51-6,031-613-2193,,
청담 민속품. 중고물품 경매장 ,0.0,0건,리뷰 0,경기 화성시 융건로 70-4,(지번) 배양동 69-620,031-234-8775,,
기브앤테이크 ,0.0,0건,리뷰 0,서울 용산구 이촌로 100-11,(지번) 이촌동 193-4,02-6219-1619,http://giventake.me/,접속불가
BJ퍼니쳐 ,0.0,0건,리뷰 1,경기 남양주시 화도읍 북한강로1621번길 120-14,(지번) 화도읍 금남리 256,010-5678-3445,https://bjcnc.itpage.kr/,200
부일공예 ,0.0,0건,리뷰 0,인천 부평구 경인로 1109-1,(지번) 일신동 90-39,032-501-2980,,
나무사랑공방 ,0.0,0건,리뷰 0,제주특별자치도 제주시 죽성서길 71,(지번) 오등동 934,010-9966-6505,https://blog.naver.com/mytreelove,200
헤펠레목공방 세종점 ,0.0,0건,리뷰 0,세종특별자치시 보듬3로 92,(지번) 아름동 1293,010-9966-6505,http://cafe.naver.com/hafelesejong,200
한국새총공방 ,0.0,0건,리뷰 0,경북 안동시 영호4길 21 1층,(지번) 옥야동 340-99,054-854-2555,http://www.saechong.com/,200
나무뜨락 ,0.0,0건,리뷰 4,전남 광양시 광양읍 숲샘길 12,(지번) 광양읍 칠성리 510,연락처 없음,,
태성옻칠공방 ,0.0,0건,리뷰 0,경기 남양주시 진건읍 독정로성지2길 16-2,(지번) 진건읍 용정리 104-1,031-573-3879,,
미르미뇽 ,0.0,0건,리뷰 0,경기 용인시 기흥구 사은로126번길 33,(지번) 보라동 558,031-285-5336,,
백년칠기 ,0.0,0건,리뷰 0,부산 금정구 금강로 287,(지번) 장전동 388-26,051-516-7474,http://www.jegikorea.com/,200
나무느낌공방 ,0.0,0건,리뷰 0,전남 목포시 죽교천로 21,(지번) 죽교동 574-21,010-2650-1005,,
남원목기 인터넷사업부 ,0.0,0건,리뷰 1,전북 남원시 마방길 65,(지번) 동충동 21-1,063-635-8802,http://mokgi.co.kr/,200
금정공방 ,0.0,0건,리뷰 0,부산 기장군 기장읍 동뫼길 25,(지번) 기장읍 청강리 523-8,051-721-1148,http://smartstore.naver.com/gjpark,200
나무살림 ,0.0,0건,리뷰 0,대전 유성구 전민로46번길 52 1층,(지번) 전민동 448-4,연락처 없음,,
공방1560 ,0.0,0건,리뷰 0,경기 평택시 만세로 1560,(지번) 청룡동 251-1,031-656-0809,,
영종씨앤씨목공방 ,0.0,0건,리뷰 0,인천 중구 중산로69번길 4,(지번) 중산동 1242-54,연락처 없음,,
송전전통 ,0.0,0건,리뷰 0,경북 경주시 외동읍 산업로 2443,(지번) 외동읍 연안리 777-7,연락처 없음,,
아트 스페이스 유(Art Space.You),0.0,0건,리뷰 0,경기 하남시 하남대로 308,(지번) 하산곡동 426-4,031-793-3682,,
뚝딱DIY가구 ,0.0,0건,리뷰 0,인천 남동구 인주대로681번길 4,(지번) 구월동 1220,032-666-9057,http://www.diyself.co.kr/,200
우리나무공방 ,0.0,0건,리뷰 0,서울 서초구 서초대로16길 12,(지번) 방배동 941-21,연락처 없음,,
찰리의공방 ,0.0,0건,리뷰 0,부산 사하구 낙동대로 512,(지번) 하단동 506-15,연락처 없음,,
작은세상큰나무공방 ,0.0,0건,리뷰 0,전북 완주군 삼례읍 삼례나들목로 37,(지번) 삼례읍 하리 657-3,070-7797-3301,,
컨츄리공방 ,0.0,0건,리뷰 0,경남 거제시 계룡로 118,(지번) 고현동 521-1,연락처 없음,,
행복한목수들 ,5.0,1건,리뷰 0,경기 광주시 오포읍 문현로 1-83,(지번) 오포읍 문형리 295-1,연락처 없음,,
마르코스튜디오 ,0.0,0건,리뷰 0,인천 부평구 부평동 608,(지번) 오포읍 문형리 295-1,연락처 없음,,
로브라운 ,0.0,0건,리뷰 0,서울 강남구 논현로12길 23-10 지하1층,(지번) 개포동 1199-9,010-7121-4013,http://www.rawbrown.com/,200
진명로구로 ,0.0,0건,리뷰 0,부산 남구 자유평화로57번길 33-1,(지번) 문현동 786-15,051-646-4905,,
기덕공방 ,0.0,0건,리뷰 0,경북 포항시 남구 호미곶면 호미로1153번길 7,(지번) 호미곶면 강사리 749-4,054-284-0466,https://gideok.imweb.me/,200
사보 ,0.0,0건,리뷰 0,경남 합천군 합천읍 동서로 28,(지번) 합천읍 합천리 1198-1,연락처 없음,,
장경각서 ,0.0,0건,리뷰 0,경기 파주시 광탄면 호주골길 79-20,(지번) 광탄면 용미리 544-2,연락처 없음,http://blog.naver.com/chojunghun54,200
우드모먼트 ,0.0,0건,리뷰 0,경기 성남시 분당구 불곡로3번길 4 지하 1층,(지번) 정자동 221-3,031-712-0079,https://blog.naver.com/woodmoment,200
디어우드 ,0.0,0건,리뷰 0,대전 동구 옛신탄진로75번길 62,(지번) 홍도동 125-20,010-6766-2453,,
봉우목공방 ,0.0,0건,리뷰 0,경남 양산시 신명로 91,(지번) 평산동 568,연락처 없음,,
나무아저씨 ,0.0,0건,리뷰 0,경기 수원시 팔달구 행궁로 31-3,(지번) 남창동 89,031-253-3115,,
부경 ,0.0,0건,리뷰 0,경남 밀양시 단장면 동화1길 1,(지번) 단장면 사연리 1034-3,연락처 없음,,
대디공방 ,0.0,0건,리뷰 0,충남 논산시 계백로 1083-1 1층,(지번) 반월동 199-6,010-9140-5520,https://daddy5602.blog.me/,200
미스터우드 ,0.0,0건,리뷰 0,경기 김포시 양촌읍 김포한강4로278번길 61,(지번) 양촌읍 석모리 374-2,연락처 없음,https://cafe.naver.com/carpentryshop/,200
명품거제목촌공예 ,0.0,0건,리뷰 0,경남 거제시 장목면 거제북로 2650-1,(지번) 장목면 송진포리 103-3,055-635-1406,http://055-635-1406.ezbuilder.co.kr/h/,200
수진공예사 ,0.0,0건,리뷰 0,경기 광주시 초월읍 경충대로 1365,(지번) 초월읍 대쌍령리 403-1,031-768-4834,,
숨쉬는나무 ,0.0,0건,리뷰 0,경기 시흥시 큰솔로46번길 32 1층,(지번) 정왕동 1397-6,031-768-4834,https://smartstore.naver.com/sumtree,200
령아트공방 ,0.0,0건,리뷰 0,전북 익산시 하나로 422-15 나라하우스 상가 1층 102호,(지번) 어양동 660-3,010-4161-9677,http://cafe.daum.net/soybean-kg,200
나무사랑목공방 ,0.0,0건,리뷰 0,서울 송파구 백제고분로 379,(지번) 송파동 19-5,02-3432-3000,,
오름목예원 ,0.0,0건,리뷰 0,충북 청주시 상당구 무농정로15번길 8-9 1층,(지번) 용암동 1973,연락처 없음,http://mokyewon.modoo.at/,200
나무향 ,0.0,0건,리뷰 1,인천 계양구 성안길 8,(지번) 갈현동 46-1,연락처 없음,,
이경현 도예 ,0.0,0건,리뷰 0,경기 여주시 북내면 신남1길 99-9,(지번) 북내면 신남리 47-6,031-886-8624,,
소년공방 동탄점 ,0.0,0건,리뷰 0,경기 화성시 동탄대로시범길 146 포트센트럴시티 704호,(지번) 청계동 535-1,031-373-1079,http://cafe.naver.com/boyzgarage06,200
남원옻칠목기공예 ,0.0,0건,리뷰 0,전북 남원시 검멀길 3,(지번) 금동 281-4,063-632-8617,,
리우드 목공방 ,0.0,0건,리뷰 1,인천 서구 원적로124번길 28-1 지하,(지번) 가좌동 81-51,070-4062-0081,http://smartstore.naver.com/re_wood,200
목담목공실 ,0.0,0건,리뷰 0,경기 남양주시 송산로339번길 38,(지번) 별내동 877-4,010-9799-1961,,
동원공예 ,0.0,0건,리뷰 0,서울 강서구 국회대로 101,(지번) 화곡동 908-8,02-2693-4411,http://blog.naver.com/cocobarbie49,200
홍반장의목공카페 ,0.0,0건,리뷰 0,전북 전주시 완산구 감나무4길 25,(지번) 서신동 233-3,063-251-5022,http://hongbanjang.alltheway.kr/,200
헤펠레 목공방 ,5.0,2건,리뷰 0,전북 군산시 조촌로 99,(지번) 조촌동 841-8,063-451-0485,,
나무풍경스토리 ,0.0,0건,리뷰 0,광주 서구 상무대로 929-9,(지번) 쌍촌동 964-33,연락처 없음,,
무영목공방 ,0.0,0건,리뷰 0,충남 천안시 동남구 목천읍 서흥2길 11 1층,(지번) 목천읍 서흥리 473-3,010-9161-2487,https://blog.naver.com/muy0ung_jung,200
석포공방 ,5.0,1건,리뷰 0,충북 충주시 동량면 미라실로 782,(지번) 동량면 지동리 410-4,연락처 없음,,
수아트나무공방 ,0.0,0건,리뷰 0,강원 춘천시 후석로45번길 23-1 지하층,(지번) 석사동 707-6,연락처 없음,,
